Timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3A4,A3B3,A4A3,A4B4,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3B4,B3C3,B4A4,B4B3,B4C4,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3C4,C3D3,C4B4,C4C3,C4D4,D0C0,D0D1,D0E0,D1C1,D1D0,D1D2,D1E1,D2C2,D2D1,D2D3,D2E2,D3C3,D3D2,D3D4,D3E3,D4C4,D4D3,D4E4,E0D0,E0E1,E1D1,E1E0,E1E2,E2D2,E2E1,E2E3,E3D3,E3E2,E3E4,E4D4,E4E3
3560.00,6.0,13.5,0,13.53,0,28.63,21.03,0,27.02,0,0,6.01,6.0,0,0.0,36.02,73.51,0.0,19.53,88.51,0.0,12.0,18.009999999999998,0.0,0,171.1,0.0,7.6,0,6.0,6.02,6.0,6.0,72.61,66.02,0,12.0,7.6,58.51,6.0,0,198.04000000000002,66.01,102.1,0.0,58.51,6.02,0.0,6.01,12.01,0,0,7.6,0,40.56,0,58.51,27.03,6.0,73.51,0.0,19.509999999999998,0.0,58.51,66.13,6.0,0,0,0,0,0,119.14,7.6,6.0,42.63,0,0.0,0,13.51,6.0
3580.00,48.01,21.0,0,42.01,0.0,49.52,64.50999999999999,0,85.50999999999999,0,0,6.0,27.0,0,93.03,81.03,0,0,78.05,82.6,0,33.0,78.00999999999999,0,0,138.13,0,0,0,55.5,27.0,40.510000000000005,55.5,86.11,0,0,85.5,0,0,40.5,55.51,60.14,60.1,108.01,0,0,12.0,70.5,42.01,33.0,6.0,0,0,0,138.05,0,7.59,93.00999999999999,25.5,0,37.6,70.5,0,0,145.68,25.5,0,6.0,33.0,0,0,161.59,0,13.5,48.62,0,48.01,0,33.0,27.0
3600.00,93.00999999999999,21.0,0,58.51,15.1,57.01,81.01,0,93.01,0,0,13.5,28.5,0,138.03,96.01,0,0,108.02,11.28,0.0,70.51,100.52999999999999,0.0,0.0,156.02,0,12.02,0,78.00999999999999,49.51,108.01,100.53,137.11,0.0,0,100.51999999999998,6.03,0.0,63.0,49.51,45.14,21.04,145.53,0.0,0,0,123.03,79.55,70.51,0,0,0,0,138.01999999999998,0,18.04,123.03,40.5,0.0,37.6,93.02,0,0,190.53,93.00999999999999,0,28.5,55.5,0,0,198.72,0,21.0,84.63,0,64.53,0,63.03,64.50999999999999
3620.00,0,0,0,0,13.5,0,0,0,44.12,0,0,0,0,0,0,65.13,100.52,25.509999999999998,0,92.35,27.0,22.59,0,19.5,12.0,163.52,19.5,48.010000000000005,0,52.69,0,0,0,0.0,85.52,19.52,0,48.01,55.5,0,22.6,130.51,57.01,67.62,33.0,55.5,0,0.0,0,0,7.59,0,48.01,6.0,75.18,19.5,55.5,0,7.59,42.02,36.01,0,19.5,27.0,193.53,0,0,0,0,33.0,0,185.22,0,0,0,0,0,0,0,0
3640.00,0,0,0,0,33.0,0,0,0,6.61,0,0,0,0,0,0,0,175.53,48.0,0,122.28999999999999,42.01,0,0,55.510000000000005,33.0,165.03,34.5,63.0,0,0,0,0,0,0.0,93.03999999999999,40.5,0,70.50999999999999,63.0,0,0,175.53,85.51,0.0,48.0,93.00999999999999,0,0,0,0,0,0,93.06,6.0,0.0,33.0,78.01,0,0,70.50999999999999,63.01,0,33.0,49.51,180.25,0,0,0,0,55.5,0,195.42,6.0,0,0,6.0,0,0,0,0
3660.00,6.0,19.5,0,19.509999999999998,67.71000000000001,12.0,11.379999999999999,0,43.51,0,0,0,19.5,0,62.19,51.01,148.52,0,48.02,52.65,0,12.0,27.0,0,0,169.67,0,0,0,19.5,36.02,12.0,34.54,58.51,22.71,0,63.010000000000005,0,15.09,48.0,62.91,52.67,52.64,85.55,0,7.59,21.0,27.01,57.03,28.5,40.5,0,0,0,87.04,0,15.09,63.050000000000004,27.0,0,45.11,27.0,0,0,130.7,63.019999999999996,0,25.509999999999998,6.0,0,0,94.56,0,12.0,0,0,33.019999999999996,0,6.0,34.5
3680.00,12.0,25.55,0,48.01,15.15,19.509999999999998,62.38,0,57.01,0,0,28.51,63.01,0,114.61,51.01,0,0,63.0,0.0,0,25.5,55.5,0,0,168.02,0,0,0,40.54,63.019999999999996,19.5,78.0,73.51,30.12,0,85.50999999999999,0,0,78.03,100.41999999999999,0.0,90.24,100.52,0,0,34.5,100.52,93.01,36.01,100.53,0,0,0,94.51,0,0,93.02,40.5,0,52.61,40.5,0,0,220.54000000000002,108.03,0,40.5,12.0,0,0,183.03,0,25.5,6.0,0.0,33.0,0,25.5,27.0
3700.00,0,14.08,0,0.0,12.0,0.0,0,0,20.11,0,0,20.11,0,0,0.0,80.93,62.699999999999996,0.0,0,63.03,42.03,7.59,15.09,12.0,12.0,133.52,0,17.35,0,0,0,0,37.69,88.51,70.56,12.0,22.62,6.0,55.5,30.16,30.13,108.21,57.02,22.62,0,6.0,0.0,0.0,80.96,0,0,0,40.53,27.01,80.92,11.4,54.989999999999995,30.17,22.6,63.07000000000001,55.53,0,6.0,28.5,171.02,45.2,0,0,0,19.5,0,178.52,6.0,0,0.0,13.5,0,0,6.57,0
3720.00,0,0,0,0,19.5,0,0,6.0,30.13,0,6.0,0,0,0,0,72.59,100.13000000000001,18.0,0,93.00999999999999,55.51,0,0,70.53999999999999,19.52,120.16,13.5,39.93,0,0,0,0,0,0,78.00999999999999,48.0,0,34.5,115.53999999999999,0,0,130.51,100.51,0.0,21.0,48.0,0,0,0,0,0,0,85.50999999999999,49.45,0.0,11.4,70.0,0,37.61,100.50999999999999,63.01,0,18.0,70.50999999999999,111.6,0,0,0,0,27.0,0,125.32,6.0,0,0,21.0,0,0,0,0
3740.00,0,0,0,19.509999999999998,0.0,6.0,6.0,0,36.01,0,0,0.0,0,0,0,27.02,88.51,0,25.509999999999998,58.51,51.02,13.5,27.0,7.59,0,19.57,0,0,0,12.0,6.0,12.030000000000001,6.0,27.03,7.6,0,25.5,7.63,109.52,21.05,63.16,81.01,88.52,40.54,51.01,7.6,6.0,11.99,13.51,19.53,6.0,0,58.51,58.45,34.519999999999996,0,7.69,25.509999999999998,0.0,88.52,58.51,19.5,0,51.01,95.11,6.02,0,6.0,6.0,0,0,192.63,0,6.0,25.5,7.6,0,0,6.01,0
3760.00,19.5,6.0,0,25.5,22.59,19.5,12.0,0,70.50999999999999,0,0,19.5,19.52,0,78.00999999999999,63.01,0,0,100.52,67.6,0,55.51,48.0,0.0,0,115.52,0,0,0,85.51,33.0,25.519999999999996,63.0,64.50999999999999,0,0,55.5,22.59,15.09,49.51,138.01999999999998,90.11,97.69,70.50999999999999,0,0,55.5,93.0,63.01,55.51,55.510000000000005,0,0,0,85.50999999999999,0,45.13,55.51,6.0,0,67.62,40.5,0,0,205.96,63.0,0,12.0,6.0,0,0,175.75,0,27.0,33.0,22.62,6.0,0,12.0,0
3780.00,34.5,21.0,0,63.0,0,13.5,27.0,0.0,66.01,0,0,27.0,70.5,0,93.00999999999999,85.50999999999999,5.51,0,108.02,6.02,6.04,108.01999999999998,70.5,37.69,0,130.51,0,0,0,115.53,55.5,55.51,85.50999999999999,88.55,0,0,85.50999999999999,6.0,43.6,43.51,183.03000000000003,6.02,0.0,100.52000000000001,0,0.0,63.0,115.50999999999999,93.00999999999999,70.50999999999999,85.50999999999999,0,0,0,100.50999999999999,0,0.0,85.52,13.5,6.02,37.6,63.01,0,0,243.04000000000002,93.00999999999999,0,27.0,0,0.0,0,207.03,0,85.56,34.510000000000005,0,21.01,0,28.5,0
3800.00,0,0,0,0,6.0,0,0,6.0,0.0,0,19.53,0,0,0,0,14.1,62.52,21.0,0,70.50999999999999,78.02000000000001,0.0,0.0,70.51,18.0,75.13,0,42.0,0,0,0,0,0,0.0,33.0,18.0,0,87.02,108.04,0,0.0,190.53,79.51,37.6,27.01,78.00999999999999,0,0,0,0,30.1,0,34.5,51.01,52.6,6.0,100.55000000000001,0,0,33.0,70.50999999999999,0,19.5,18.009999999999998,201.05,0,0,0,0,13.52,0,208.53,0,0,27.63,6.0,0,0,0,0
3820.00,0,0,0,0,19.5,0,0,19.5,0.0,0,40.519999999999996,5.1,0,0,0,6.61,77.52000000000001,28.5,0,93.01,108.01,0,0,145.6,40.5,60.11,21.02,55.510000000000005,0,0,0,0,0,0.0,55.55,40.5,0,102.03,130.51,0,0,213.05,115.51,7.62,40.5,93.00999999999999,0,0,0,0,0,0,55.51,66.01,0.0,19.5,100.51999999999998,0,0,48.0,85.50999999999999,0,48.03,48.0,0.0,0,0,0,0,21.0,0,0.0,0.0,0,0,12.0,0,0,0,0
3840.00,0,12.0,0,47.11,0,25.5,0,0,88.63,0,0,17.1,6.0,0,33.01,19.5,0,0,62.22,52.61,0.0,25.5,40.54,52.63,0,154.59,0,7.59,0,27.049999999999997,18.0,34.5,18.02,43.51,0,0,55.5,7.59,7.6,33.0,33.0,52.63,60.13,63.010000000000005,0,0,12.0,19.52,40.5,13.52,55.5,0,0,0,55.51,0,37.6,70.50999999999999,40.5,0,52.61,33.0,0,0,72.07,47.19,0,0.0,13.5,0,0,79.57,7.59,6.0,55.55,0,6.0,0,12.0,0.0
3860.00,19.55,18.0,0,62.11,0,55.51,6.0,0.0,94.51,0,0,24.61,19.5,0,85.5,25.5,0,0,84.72999999999999,60.17,0,25.5,100.50999999999999,0.0,0,168.01999999999998,0,0,0,78.03,40.510000000000005,57.01,115.52,43.51,0,0,70.50999999999999,0,0,85.53,40.5,90.1,120.1,70.5,0,0,19.5,70.5,55.5,27.0,93.00999999999999,0,0,0,55.51,0,37.6,100.50999999999999,48.0,0,0,48.0,0,0,183.1,137.23,0,19.509999999999998,19.509999999999998,0,0,160.53,7.61,19.5,63.01,0,33.0,0,18.0,21.0
3880.00,0,14.07,0,0.0,6.01,21.58,0,6.0,103.52,0,0.0,22.61,0,0,30.24,14.07,6.0,0,0,64.61,28.51,22.68,22.6,19.5,12.0,126.02,6.0,48.0,0,22.62,0,103.52,30.16,27.68,48.040000000000006,0,22.6,6.0,42.010000000000005,22.6,15.09,79.7,139.65,0,6.0,25.5,5.1,22.79,0,0.0,30.13,0,12.0,13.5,22.6,6.0,55.519999999999996,30.1,15.09,34.5,21.0,0,19.5,19.509999999999998,201.03,0,0,0,0,12.0,0,156.02,0,0,20.13,0.0,0,0,22.61,0
3900.00,0,0,0,0,6.0,45.12,0,6.0,0.0,0,40.5,0,0,0,0,14.09,18.0,6.0,0,94.53,48.01,0.0,0,48.0,27.0,127.72,27.01,70.50999999999999,0,0,0,0,0,45.12,78.00999999999999,6.0,0,33.0,115.51,15.17,0,190.53,153.01999999999998,0.0,6.0,55.51,0,0,0,0,0,0,27.01,48.01,52.6,12.0,108.01999999999998,0,0,72.01,21.0,0,25.5,33.0,208.42,0,0,0,0,27.0,0,0.0,25.54,0,6.59,13.5,0,0,0,0
3920.00,6.0,6.0,0,0,0,19.5,0.0,0,94.62,0,0.0,6.0,0,0,0,19.5,0,0,13.51,73.51,51.01,28.54,40.53,7.64,0,42.05,58.64,73.55,0,0,0,0,6.0,21.06,66.1,0,12.0,0.0,73.51,27.02,6.0,258.03000000000003,111.02,12.0,51.03,66.01,0,6.01,6.02,0,0,0,0.0,66.01,13.52,0,66.12,18.0,21.01,88.51,7.66,6.0,0,0.0,156.17,6.0,0,0,5.14,0,0,49.6,0,0,13.5,7.64,0,0,6.01,0
3940.00,25.509999999999998,6.0,0,0,22.66,25.5,21.0,0,130.51,0,0,19.5,6.0,0,63.0,40.5,0,0,40.5,82.64,0,42.01,115.52,7.59,0,138.03,0,0,0,19.5,6.0,6.0,63.010000000000005,36.01,22.59,0,63.019999999999996,0,7.62,42.0,55.519999999999996,105.15,97.63,55.5,0,0,0,48.0,55.54,19.53,12.0,0,0,0,63.01,0,45.1,70.50999999999999,28.5,0,15.11,100.50999999999999,0,0,160.65,70.5,0,6.0,5.14,0,0,132.01999999999998,0,13.5,34.5,0,13.5,0,13.5,6.0
3960.00,78.00999999999999,6.0,0,0,0,70.50999999999999,42.0,0,175.57,0,0,34.5,13.5,0,115.52,93.02000000000001,0,0,55.5,52.65,0,49.51,130.52,0.0,0,154.52,0,0,0,78.00999999999999,21.0,28.5,108.00999999999999,43.51,6.01,0,100.56,37.61,0.0,79.57,78.0,6.01,112.43,78.0,0,0.0,0,55.5,79.51,28.51,40.5,0,6.02,0,100.57,0,75.1,108.03,42.0,0.0,7.59,123.03,0,6.01,273.16,93.00999999999999,0,28.51,0,0,0,133.52,6.0,36.02,49.51,0.0,43.51,0,21.01,21.0
3980.00,0,0,0,0,6.0,0,0,21.0,75.18,0,6.0,0,0,0,0,60.1,48.0,13.5,0,123.12,13.5,37.6,0,27.0,48.0,140.87,13.5,70.50999999999999,0,0,0,0,0,51.58,93.06,6.0,0,55.51,63.01,0.0,0,115.55,102.03,0,13.5,63.0,0,15.09,0,0,15.09,0,55.51,33.0,60.11,12.02,123.02000000000001,0,0.0,55.519999999999996,27.0,7.61,18.0,28.51,238.53,0,0,0,0,6.0,0,0.0,19.5,0,0.0,6.0,0,0,0,0
4000.00,0,0,0,0,19.5,0,0,33.0,5.11,0,6.0,0,0,0,0,36.59,55.51,40.519999999999996,0,145.51,34.5,0,0,48.0,78.0,157.62,27.0,100.51999999999998,0,0,0,0,0,0.0,153.03,21.0,0,70.50999999999999,85.50999999999999,0,0,160.51999999999998,124.51,0,21.0,93.00999999999999,0,0,0,0,22.59,0,70.5,55.5,0.0,33.0,153.03,0,0,70.56,63.010000000000005,0,33.05,36.01,105.15,0,0,0,0,12.0,0,0,19.5,0,0,6.0,0,0,0,0
4020.00,0.0,25.5,0,63.01,30.1,55.52,21.0,22.6,95.16,0,0,0,12.0,0,6.0,72.01,0,0,6.0,52.65,0,33.0,42.01,15.09,0,148.73000000000002,0,15.09,0,6.0,6.0,27.02,0.0,63.01,0.0,0,25.5,7.61,0,78.03,55.54,110.89,118.5,12.0,0,7.6,48.01,25.5,6.0,42.02,40.5,0,7.59,0,49.51,0,52.7,93.07000000000001,40.5,0,0.0,49.519999999999996,0,0,217.76,48.01,0,0,0,0,0,58.13,0,12.0,0,0,19.5,0,12.0,6.0
4040.00,21.0,48.0,0,78.00999999999999,0,70.50999999999999,28.51,0,129.63,0,0,0.0,19.5,0,6.0,100.51,0,0,34.5,112.61,0,40.5,93.02000000000001,22.61,0,184.53,0,0,0,19.5,13.5,55.51,48.0,78.03999999999999,0,0,40.5,0,0,138.03,63.0,105.11,0.0,33.0,0,0,55.510000000000005,40.5,48.01,57.01,70.5,0,0,0,49.51,0,0.0,123.01,40.5,0,0,70.50999999999999,0,0,255.11,108.02,0,0,6.0,0,0,70.13,0,12.0,0,0,33.0,0,40.5,25.5
4060.00,0,21.62,0,0.0,0,21.59,0,0,132.62,0,0,0,0,0,0,96.01,25.5,6.0,0,57.08,28.51,0.0,0,78.08,0,148.52,12.0,18.0,0,0,0,0,7.59,0,27.03,12.0,0,48.03,33.0,30.12,22.59,124.61,117.19,0,6.0,19.5,0,0,0,88.54,22.67,0,0,33.03,30.11,12.0,85.50999999999999,30.21,0,6.0,48.01,0.0,0,18.0,253.54,0.0,0,0,0,12.0,0,30.15,12.0,0,0,0.0,0,0,0,0
4080.00,0,0,0,0,13.5,66.53,0,0,0.0,0,6.0,0,0,0,0,66.6,70.50999999999999,27.0,0.0,115.52,57.01,0,0,115.53999999999999,13.5,30.16,18.0,33.0,0,0,0,0,0,0,49.51,48.0,0,85.50999999999999,70.52000000000001,0,0,138.01999999999998,123.01,0,40.5,63.01,0,0,0,0,0,0,25.5,70.50999999999999,67.6,27.0,138.03,0,0,12.0,78.00999999999999,0,19.509999999999998,55.5,268.54,0,0,0,0,12.0,0,0.0,18.0,0,0,6.0,0,0,0,0
4100.00,0,0,0,12.02,0.0,13.5,12.0,0,34.510000000000005,0,0,6.01,6.0,0,6.04,111.53,51.05,0,6.0,118.52,73.51,0,0,175.58999999999997,0,42.01,0,7.6,0,6.0,6.0,0,6.0,6.0,58.55,0.0,18.0,58.58,0.0,27.009999999999998,6.0,118.52,96.01,25.5,0.0,58.51,6.0,6.0,12.01,25.509999999999998,12.0,0,0,66.02,40.7,0,183.03,19.5,6.0,0,7.67,19.54,0,0.0,237.77,21.09,0,6.04,0,0,0,42.06,0,12.079999999999998,5.8,0,0,0,0,0.0
4120.00,6.03,6.0,0,27.0,0,51.01,34.5,0,115.51,0,0,33.0,6.0,0,55.5,102.01,0,0,12.0,45.12,0,33.0,19.5,67.6,0,123.01,0,30.1,0,48.0,19.5,27.05,93.03000000000002,25.5,0,0,48.0,0,22.59,70.50999999999999,55.51,0.0,0,40.5,0,0,36.01,6.0,63.010000000000005,33.0,70.5,0,0,0,85.51,0,60.1,48.0,19.5,0,0,70.5,0,0,153.09,70.5,0,6.0,12.0,0,0,55.51,0,63.0,11.8,0,18.009999999999998,0,0,12.0
4140.00,13.5,13.5,0,21.0,0,81.09,49.51,0,132.01999999999998,0,0.0,48.0,21.0,0,85.52,126.02,0,0,27.0,135.12,0,55.5,48.03,6.0,0,213.04000000000002,0.0,22.6,0,48.0,28.51,28.5,123.03,78.03,0.0,0,48.0,0.0,6.02,100.50999999999999,57.01,60.13,60.1,34.5,0.0,0,87.05,27.05,100.53,42.06,78.03,0,0,0.0,123.01,0.0,75.11,70.5,34.5,0.0,0,78.0,0,0,274.78,100.50999999999999,0,13.5,0,0,0,72.03999999999999,0,93.00999999999999,13.5,0,34.52,0,0.0,34.5
4160.00,0,0,0,0,0,82.82,0,18.0,14.11,0,6.0,0,0,0,0,29.12,27.0,6.0,0,103.61,33.0,0,0,123.01,34.510000000000005,82.73,27.0,34.519999999999996,0,0,0,0,0,0.0,63.010000000000005,6.0,7.6,63.019999999999996,108.00999999999999,22.59,0,153.04,93.02000000000001,0,27.0,49.5,75.18,0,0,0,0.0,0,49.5,48.0,75.15,63.0,115.56,0,0,48.0,6.0,0,6.0,28.5,313.55,0,0,0,0,19.5,0,29.09,48.0,0,0,6.0,0,0,0,0
4180.00,0,0,0,0,6.0,27.61,0,18.0,44.13,0,6.0,0,0,0,0,0.0,34.5,19.549999999999997,0,147.02,55.54,0,0,183.03,57.0,7.59,33.0,55.5,0,0,0,0,0,0,78.00999999999999,12.0,0,63.0,130.53,0,0,183.03,138.03,0,48.0,48.0,97.62,0,0,0,0,0,40.5,78.00999999999999,22.61,78.0,130.54000000000002,0,0,70.53999999999999,18.0,0,19.509999999999998,70.50999999999999,313.54,0,0,0,0,25.5,0,12.63,63.0,0,0,6.0,0,0,0,0
4200.00,6.0,33.01,0,19.5,0,49.51,27.02,0,87.12,0,0,0,0,0,48.010000000000005,79.55000000000001,0,0,40.510000000000005,141.02,0,63.03,33.01,45.12,0,64.53,0,0,0,6.0,48.010000000000005,0,27.0,0,37.760000000000005,0,48.0,15.09,45.11,25.5,49.58,45.12,0,12.0,0,0,92.81,12.0,25.55,27.0,40.51,0,0,0,72.02,0,52.66,33.0,19.5,0,0,48.0,0,0,94.74,25.5,0,0,12.0,0,0,48.61,0,34.5,27.0,0,18.0,0,6.0,12.0
4220.00,27.0,48.0,0,42.02,0,70.50999999999999,48.01,0,102.01,0,0,13.5,6.0,0,78.00999999999999,108.01,0,0,63.01,135.12,0,93.00999999999999,78.00999999999999,0.0,0,70.50999999999999,0,0,0,63.040000000000006,85.52000000000001,6.0,138.06,28.5,30.1,0,70.52,0,7.62,40.5,93.02,97.6,0,12.0,0,0,130.29,40.510000000000005,48.0,48.0,93.02,0,0,0,78.01,0,82.51,70.5,63.03,0,0,78.00999999999999,0,0,192.13,63.010000000000005,0,6.0,19.52,0,0,63.61,0,48.01,27.0,0,40.5,0,13.5,55.550000000000004
4240.00,0,0,0,0,13.52,21.59,0,12.0,148.52,0,0,7.59,0,0,7.59,126.02,6.01,6.0,0,88.69,28.51,22.62,0.0,63.03,6.0,30.12,19.5,6.0,0,7.59,0,0,30.12,7.63,33.0,0,0,19.54,19.5,0.0,22.63,93.06,12.0,7.59,21.0,0,126.02,22.61,0,0,0.0,0,27.0,6.0,22.63,13.5,63.01,0.0,22.6,18.0,12.0,0,6.08,51.22,291.14,0,0,0,0.0,6.0,0,22.6,0,0,27.62,12.0,0,0,0,0
4260.00,0,0.0,0,0,21.0,0.0,0,33.0,126.76,0,12.0,0,0,0,0,59.28,18.0,6.0,0,124.52,43.51,0,0,108.02000000000001,25.5,105.11,48.0,19.5,0,0,0,0,0,0,55.51,6.0,0,19.5,63.02000000000001,22.59,0,190.53,19.5,0,51.01,12.0,117.64,0,0,0,0,0,63.0,21.0,0,40.5,123.03,0,0,70.50999999999999,55.5,0,12.0,66.01,306.04,0,0,0,0,6.0,0,14.09,0,0,0,18.0,0,0,0,0
4280.00,0,5.1,0,0,7.59,21.0,19.509999999999998,7.66,156.59,0,0,0,0,0,0,153.6,0.0,0.0,25.509999999999998,118.52,58.51,34.52,19.509999999999998,73.51,0,124.64,109.52,0.0,0,6.0,13.52,0,0.0,6.03,58.64,0,6.0,0,0.0,19.509999999999998,12.0,220.53000000000003,7.65,13.52,88.56,0.0,27.04,13.51,19.509999999999998,0,0,0,43.51,0.0,34.53,0,51.01,13.51,12.0,73.51,7.61,19.5,0,73.51,232.88,12.02,0,0,0.0,0,0,33.89,0,6.0,0.0,0,0,0,5.87,0
4300.00,19.5,20.11,0,25.509999999999998,0,49.51,57.01,0,168.12,0,0,0,6.0,0,25.5,168.03,0,0,70.50999999999999,97.66,0,48.0,100.52000000000001,75.1,0,168.03,0,0,0,93.00999999999999,27.0,25.509999999999998,48.0,6.0,0,0,93.02,0,0,49.51,40.510000000000005,67.64,0.0,13.5,0,15.09,72.02,70.53,55.5,0,70.53,0,0,0,85.50999999999999,0,0,64.52,19.5,0,0,40.5,0,0,300.06,70.50999999999999,0,0,33.019999999999996,0,0,54.92,0,19.5,6.0,0,33.06,0,5.87,0
4320.00,34.510000000000005,27.61,0,78.02,0,43.51,93.02,0,220.6,0,0,13.5,21.01,0,78.00999999999999,213.07000000000002,0,0.0,100.50999999999999,67.67,0,93.02000000000001,115.50999999999999,52.68,0.0,175.55,0,0,0,138.03,27.0,63.019999999999996,78.02000000000001,0,0.0,0,115.51999999999998,22.63,0.0,51.01,63.01,97.71,0.0,21.01,0,0,93.01,123.03,100.50999999999999,0,93.00999999999999,0,0,0,115.50999999999999,0.0,7.59,85.50999999999999,43.51,0,0.0,78.03,0,0,246.24,78.0,0,13.5,34.5,0,0,107.4,0,34.5,13.5,22.65,48.0,0,20.87,13.5
4340.00,0,0,0,0,0,0,0,25.5,178.53,0,0,0,0,0,0,171.02,13.5,27.0,7.59,123.1,28.5,60.11,0,123.04,6.0,75.18,27.03,40.53,0,0,0,0,0,0.0,70.50999999999999,33.0,0.0,36.01,63.01,15.09,15.09,123.07,40.5,15.1,27.0,48.01,37.67,7.59,0,0,0,0,33.01,19.5,60.1,6.0,42.019999999999996,0,45.1,55.51,55.519999999999996,0,12.0,12.0,283.54,0,0,0,0.0,0,0,74.17,19.5,0,0,36.01,0,0,0,0
4360.00,0,0,0,0,0,0,0,33.01,60.17,0,6.0,0,0,0,0,30.16,36.06,27.0,0,138.01999999999998,36.01,0,0,130.51999999999998,19.5,60.12,33.0,100.50999999999999,0,0,0,0,0,0,123.03999999999999,48.0,0,36.01,93.00999999999999,0,0,145.55,63.0,0,34.5,70.50999999999999,0,0,0,0,0,0,63.0,72.03,0.0,40.5,63.0,0,0,70.53,78.00999999999999,0,25.5,55.51,298.54,0,0,0,0,0,0,95.15,19.5,0,0,43.51,0,0,0,0
4380.00,13.5,6.0,0,0,7.59,25.5,6.0,0,165.28,0,0,12.0,25.5,0,33.010000000000005,88.62,0,0,78.00999999999999,148.57,0,70.52,85.53000000000002,7.61,0,108.19,0,52.62,0,34.53,33.0,0,13.5,55.54,7.63,0,48.010000000000005,0.0,22.59,48.0,93.06,22.64,15.09,40.510000000000005,0,0.0,28.5,12.05,6.0,13.52,19.5,0,0,0,100.50999999999999,0,22.59,33.019999999999996,34.5,0,15.1,33.03,0,0,140.15,40.5,0,13.5,0,0,0,70.50999999999999,0.0,6.0,6.0,37.6,6.0,0,6.02,0
4400.00,34.5,6.0,0,6.0,0,40.5,25.52,0,193.83,0,0,18.0,40.5,0,70.50999999999999,141.02,0,0,93.00999999999999,150.17,0,100.50999999999999,93.00999999999999,97.64,0,160.51999999999998,0,0,0,63.08,63.01,33.010000000000005,55.519999999999996,63.0,0,0,63.0,22.59,0,63.0,115.53,0.0,0,70.50999999999999,0,0,51.01,25.5,27.02,13.5,48.0,0,0,0,145.53,0,0.0,48.0,42.0,0,52.67,48.0,0,0,251.18,115.51999999999998,0,64.50999999999999,0,0,0,130.51,0,19.5,12.0,0,19.5,0,6.0,21.0
4420.00,0,0,0,0,0,0,0,6.0,216.04,0,21.01,0.0,0,0,7.59,148.53,48.0,0,22.6,63.08,12.01,30.1,15.19,108.06,27.0,126.02,12.0,40.53,0,15.09,0,0,7.59,21.64,63.03,12.0,0.0,13.5,34.510000000000005,15.09,22.6,78.00999999999999,27.0,7.6,25.5,55.57,20.11,0,0,0,0,0,6.0,0,88.51,0,0,0,15.09,40.510000000000005,55.51,22.61,12.0,18.0,327.65,0.0,0,0,0,0,0,126.02,12.0,0,0,6.0,0,0,14.08,0
4440.00,0,0,0,0,6.0,7.59,0,25.5,231.05,0,78.00999999999999,0,0,0,0,117.65,70.5,12.0,0,168.1,27.0,0.0,0,160.53,34.5,127.67,33.019999999999996,55.5,0,0,0,0,0,52.68,100.50999999999999,25.5,0.0,40.5,63.01,0,0,130.51,48.0,0,78.00999999999999,85.50999999999999,0.0,0,0,0,0,0,42.0,43.51,97.6,12.0,12.0,0,0,78.00999999999999,63.01,7.6,40.5,40.519999999999996,327.65,0,0,0,0,12.0,0,119.12,12.0,0,0,12.0,0,0,0,0
4460.00,0,0,0,0,0.0,6.0,0,0,238.64,0,58.599999999999994,6.0,0,0,19.53,34.55,0.0,0,19.5,156.02,0,34.53,13.51,132.02,0.0,88.66,0.0,0.0,0,0.0,19.509999999999998,0,0,13.5,51.01,0,19.52,7.6,81.12,19.52,6.0,81.01,7.66,6.04,66.01,81.13000000000001,27.02,6.0,6.0,27.01,12.01,0,7.6,73.51,118.53,0,0,19.52,40.53,58.51,7.62,12.0,0,0.0,335.11,6.0,0,0,0,0.0,0,36.02,0,19.55,6.0,0.0,6.0,0,0,0
4480.00,0,0,0,0,0,6.0,0,0,183.4,0,0,25.5,0,0,55.5,130.53,0,0,55.589999999999996,0.0,0,108.01,40.5,97.64,0,139.67000000000002,0,0,0,40.5,34.5,0,63.02,28.5,0,0,40.5,0,0,48.0,19.5,75.1,37.6,25.5,0,0,42.01,78.06,36.02,40.5,63.0,0,0,0,138.16,0,0,108.02,108.01999999999998,0,52.62,63.0,0,0,168.17000000000002,40.519999999999996,0,0,13.5,0,0,87.01,0,33.0,6.0,0,28.5,0,28.5,0
4500.00,21.0,0,0,0.0,0,21.0,13.5,0.0,237.04,0,6.01,27.0,13.5,0,63.01,132.03,0.0,0,78.0,22.61,0.0,123.01,70.55,6.0,0,147.02,0.0,6.01,0,78.02000000000001,36.01,0,93.02,66.01,0,0,63.01,0,6.01,85.50999999999999,63.01,30.12,0.0,21.01,0,0.0,64.50999999999999,138.03,43.51,63.010000000000005,100.51999999999998,0,0,0,168.02,0,0.0,175.54,123.01999999999998,0,37.65,78.0,0,0,280.66999999999996,78.03,0,13.5,28.51,0,0,88.51,0,42.0,0,0,36.01,0,19.509999999999998,42.010000000000005
